iter	Logloss
210	0.632946228
211	0.6327662964
212	0.6324794312
213	0.632369873
214	0.6320166626
215	0.6318425293
216	0.6315380859
217	0.6310948486
218	0.630763855
219	0.630583313
220	0.6304581299
221	0.630178833
222	0.629960083
223	0.6298206787
224	0.6295499878
225	0.6293626709
226	0.6291826172
227	0.6291054687
228	0.6289925537
229	0.6284674072
230	0.628310791
231	0.628173584
232	0.6280735474
233	0.627765625
234	0.6276671753
235	0.6274855957
236	0.6271628418
237	0.6268862305
238	0.6266883545
239	0.6265425415
240	0.6260021973
241	0.6258887939
242	0.6255062256
243	0.6253320923
244	0.625151123
245	0.6248430786
246	0.6246281738
247	0.6244402466
248	0.6241955566
249	0.62396698
250	0.6236785278
251	0.6234030151
252	0.6232674561
253	0.6230928955
254	0.6228950195
255	0.6227208252
256	0.6225213623
257	0.6223299561
258	0.6221746826
259	0.6219644775
260	0.6216091919
261	0.6214587402
262	0.6212022705
263	0.6207827759
264	0.6204971313
265	0.6202327881
266	0.6201621704
267	0.6200174561
268	0.6198409424
269	0.6196062012
270	0.6194596558
271	0.6193399658
272	0.619135376
273	0.6189262695
274	0.6187689209
275	0.6186815796
276	0.6185323486
277	0.6182792969
278	0.618085083
279	0.6178036499
280	0.6175859375
281	0.617430542
282	0.6172467041
283	0.6170797729
284	0.6166192627
285	0.616461731
286	0.6162808228
287	0.6160863037
288	0.615753479
289	0.6155205688
290	0.6154488525
291	0.6152683105
292	0.6149423828
293	0.6147058105
294	0.6145319824
295	0.614390625
296	0.6142932129
297	0.6142191162
298	0.6138741455
299	0.6136478882
300	0.6133803101
301	0.6128894653
302	0.6128126221
303	0.6126586914
304	0.6124544067
305	0.6123080444
306	0.6120674438
307	0.6118903198
308	0.6118295288
309	0.6115594482
310	0.611326416
311	0.6111365967
312	0.610986145
313	0.6107124023
314	0.6104830933
315	0.610281311
316	0.6100845947
317	0.6098267822
318	0.6096337891
319	0.6094354858
320	0.6092871704
321	0.609196167
322	0.6089302979
323	0.6088276978
324	0.6084866943
325	0.6082072144
326	0.6080686035
327	0.6077875977
328	0.6075924072
329	0.6073686523
330	0.6071087646
331	0.6069273682
332	0.6066567383
333	0.6064119873
334	0.606239563
335	0.6060500488
336	0.6059750366
337	0.6057150269
338	0.6055114746
339	0.6054490967
340	0.6053664551
341	0.6052095337
342	0.6051090088
343	0.6049212646
344	0.6048643799
345	0.6046650391
346	0.6045653687
347	0.6044058838
348	0.6043526001
349	0.6042092285
350	0.6040375366
351	0.6038381958
352	0.603730835
353	0.6034719238
354	0.6033886719
355	0.6032391357
356	0.6031529541
357	0.6029366455
358	0.6027525635
359	0.6025838623
360	0.6024975586
361	0.6021906738
362	0.6021365967
363	0.6019404297
364	0.6018035889
365	0.6016242065
366	0.6015343018
367	0.6014622192
368	0.6013172607
369	0.6009353027
370	0.6008200684
371	0.6007073975
372	0.6005238037
373	0.6004237061
374	0.6003514404
375	0.6001575928
376	0.6000297852
377	0.5998099976
378	0.5995753174
379	0.5994909668
380	0.5993518066
381	0.5992948608
382	0.5991099854
383	0.5988729858
384	0.5986716309
385	0.5983452148
386	0.5982119141
387	0.59802771
388	0.5976204224
389	0.5972583008
390	0.596947998
391	0.5968779907
392	0.5966306763
393	0.5963669434
394	0.5962391357
395	0.5960475464
396	0.5959909668
397	0.5958452148
398	0.5956717529
399	0.5954556885
400	0.5952596436
401	0.5951522827
402	0.5950397949
403	0.5948804932
404	0.5946796875
405	0.5945812378
406	0.5943746338
407	0.5942739258
408	0.5940749512
409	0.5938021851
410	0.5936642456
411	0.5933943481
412	0.5933088989
413	0.5930041504
414	0.5928933105
415	0.5926263428
416	0.5925322876
417	0.5923029785
418	0.5920943604
419	0.5917909546
420	0.5916677246
421	0.5914367676
422	0.5911397705
423	0.5908568726
424	0.5906439209
425	0.5904897461
426	0.5903808594
427	0.5902119141
428	0.5901303101
429	0.589993042
430	0.5897731934
431	0.5896483154
432	0.5895100098
433	0.5892738647
434	0.5891922607
435	0.5890654297
436	0.5887780151
437	0.5886132202
438	0.588425415
439	0.5882821655
440	0.5882542114
441	0.5880135498
442	0.5877047119
443	0.5875681763
444	0.587357666
445	0.5872746582
446	0.5870645752
447	0.5867926025
448	0.5864707031
449	0.5862734375
450	0.5862012939
451	0.5860720215
452	0.5858702393
453	0.585644043
454	0.585250061
455	0.5849031982
456	0.584550354
457	0.5842290039
458	0.5841757813
459	0.5839944458
460	0.5838937988
461	0.5836853027
462	0.5835368652
463	0.5833416138
464	0.583151123
465	0.5830704956
466	0.5826590576
467	0.5824684448
468	0.5822233887
469	0.5820001221
470	0.5817592773
471	0.5815401611
472	0.5813234863
473	0.5811531982
474	0.5809072266
475	0.5806966553
476	0.5803737793
477	0.5802479248
478	0.5800330811
479	0.5798284912
480	0.5796159668
481	0.5793795166
482	0.5791126099
483	0.578871582
484	0.5787060547
485	0.5785075684
486	0.5784105225
487	0.5782298584
488	0.5780830078
489	0.5779706421
490	0.5779104004
491	0.5777110596
492	0.5775102539
493	0.5773095093
494	0.5771126709
495	0.5768516846
496	0.5767773438
497	0.5765170898
498	0.5763657227
499	0.5761257935
500	0.5758969116
501	0.575749939
502	0.5755880127
503	0.5754764404
504	0.5752756958
505	0.5750485229
506	0.5749199219
507	0.5747481689
508	0.5745776367
509	0.5743939819
510	0.5743371582
511	0.5742003174
512	0.5740394287
513	0.5739193115
514	0.5737172241
515	0.5735161133
516	0.5733352661
517	0.5731868286
518	0.5728499146
519	0.5725026855
520	0.5722962646
521	0.5720836182
522	0.5719590454
523	0.5718365479
524	0.571590332
525	0.5713764648
526	0.5711528931
527	0.5709279175
528	0.5706522217
529	0.570538147
530	0.5704730835
531	0.5703911133
532	0.5702927246
533	0.5698840332
534	0.5696749268
535	0.5694429932
536	0.5692506714
537	0.5690144043
538	0.5688674316
539	0.5687067261
540	0.5685671387
541	0.5684744873
542	0.5682978516
543	0.5682080078
544	0.5680061035
545	0.5678672485
546	0.5676546631
547	0.5675023804
548	0.567300415
549	0.5671652832
550	0.5669923096
551	0.5667234497
552	0.5665166626
553	0.5663199463
554	0.5661362305
555	0.5657578125
556	0.5657171631
557	0.5654958496
558	0.5653497314
559	0.5652423096
560	0.5650591431
561	0.5647055664
562	0.5645084839
563	0.5642808228
564	0.5641343994
565	0.5638570557
566	0.5637299805
567	0.5634589844
568	0.5632645264
569	0.5630916748
570	0.5629221191
571	0.5628007812
572	0.5625881348
573	0.5624741211
574	0.5621885986
575	0.5618963623
576	0.5616525879
577	0.5613527832
578	0.5612107544
579	0.5609886475
580	0.5607512207
581	0.5604989624
582	0.5602036743
583	0.5599110107
584	0.5597985229
585	0.5596420898
586	0.5594521484
587	0.5593045654
588	0.55912854
589	0.5588674316
590	0.5587009888
591	0.5584915161
592	0.5583432007
593	0.5581429443
594	0.5579473877
595	0.5576629028
596	0.5574449463
597	0.557164978
598	0.5570273437
599	0.5566920166
600	0.5563974609
601	0.5560887451
602	0.5557905884
603	0.5556085815
604	0.5553814697
605	0.5551796875
606	0.5549887085
607	0.5549242554
608	0.5547678223
609	0.554574646
610	0.5544240723
611	0.5542019043
612	0.5540769043
613	0.553953125
614	0.5537212524
615	0.5533956909
616	0.5529553223
617	0.5526352539
618	0.5523033447
619	0.5520916748
620	0.5516594238
621	0.551574585
622	0.5514786987
623	0.5514033203
624	0.5512305908
625	0.5510905762
626	0.5509284058
627	0.5506968994
628	0.550473999
629	0.5502744751
630	0.5499776611
631	0.5496686401
632	0.5493393555
633	0.5491594238
634	0.5489505005
635	0.5487504883
636	0.5484665527
637	0.5481682129
638	0.5478393555
639	0.5475760498
640	0.5474095459
641	0.5471627197
642	0.5468882446
643	0.5467095337
644	0.5465450439
645	0.5462537231
646	0.5461521606
647	0.5459386597
648	0.5457349854
649	0.5456368408
650	0.5454850464
651	0.5453591309
652	0.5451473389
653	0.5449345703
654	0.5444707031
655	0.5441820068
656	0.5439702148
657	0.5437941895
658	0.5435883789
659	0.5434395752
660	0.5432692871
661	0.5431768799
662	0.542934021
663	0.5426851807
664	0.5424567261
665	0.5423149414
666	0.5420845947
667	0.5418875122
668	0.54171698
669	0.5414897461
670	0.5412165527
671	0.5411032715
672	0.5408356934
673	0.5406693726
674	0.5404890137
675	0.5403109131
676	0.5401561279
677	0.5398217163
678	0.5395788574
679	0.5393273926
680	0.539052002
681	0.5388278809
682	0.5387158203
683	0.5385286865
684	0.5383529053
685	0.5377151489
686	0.5375932007
687	0.537479248
688	0.5373184814
689	0.537199707
690	0.5368034668
691	0.5366690674
692	0.5364827271
693	0.536335083
694	0.5359937134
695	0.5358536377
696	0.5354116211
697	0.5352001343
698	0.5349758911
699	0.5347904053
700	0.5347063599
701	0.5344537354
702	0.5341688843
703	0.5338446045
704	0.5335030518
705	0.533286499
706	0.5330440674
707	0.5327739258
708	0.5327350464
709	0.5325961914
710	0.5322967529
711	0.532117981
712	0.5319382324
713	0.531859314
714	0.5316965942
715	0.5313115234
716	0.5311759644
717	0.5310107422
718	0.5309019165
719	0.5306951904
720	0.5305116577
721	0.530354248
722	0.5300775757
723	0.5299150391
724	0.5297739868
725	0.5296329346
726	0.5293518066
727	0.5292768555
728	0.5289664307
729	0.5286574707
730	0.5284499512
731	0.5282747803
732	0.5282252808
733	0.5279859619
734	0.5278266602
735	0.527550415
736	0.5273687744
737	0.5270206909
738	0.5265908203
739	0.5262747192
740	0.5261806641
741	0.5259693604
742	0.5258156738
743	0.5252315674
744	0.5250726318
745	0.5248889771
746	0.5247381592
747	0.5244916992
748	0.524255188
749	0.5239589844
750	0.5236808472
751	0.5235310059
752	0.5231948853
753	0.5228513184
754	0.5227234497
755	0.522513916
756	0.5222475586
757	0.5220540771
758	0.5219924316
759	0.521744873
760	0.5214872437
761	0.5212925415
762	0.5208753662
763	0.5207876587
764	0.520684021
765	0.5205894775
766	0.5204364624
767	0.5203084717
768	0.5201781616
769	0.5196102905
770	0.5194353027
771	0.5191381836
772	0.5189936523
773	0.5187626343
774	0.5187223511
775	0.5184924927
776	0.5182818604
777	0.5180028076
778	0.5176613159
779	0.5173000488
780	0.5171437988
781	0.5169760742
782	0.5166045532
783	0.5160610962
784	0.5158929443
785	0.5158476562
786	0.5156491699
787	0.515446228
788	0.5152388306
789	0.514979126
790	0.5146849365
791	0.5145493774
792	0.5143505859
793	0.513979126
794	0.5137501221
795	0.5135613403
796	0.5134539795
797	0.5131514893
798	0.5129345093
799	0.5128063965
800	0.5125512085
801	0.5122671509
802	0.5121315918
803	0.5118930664
804	0.5117595825
805	0.5115140991
806	0.5113097229
807	0.5111881409
808	0.5108326111
809	0.5104762573
810	0.5100024719
811	0.5097898865
812	0.5093510132
813	0.5092358398
814	0.5088903503
815	0.5083783264
816	0.5081542358
817	0.5080204468
818	0.507723938
819	0.5075801392
820	0.5073432922
821	0.5072327881
822	0.5070157166
823	0.5067983398
824	0.5065898438
825	0.5060331421
826	0.5058842773
827	0.505553772
828	0.5052297363
829	0.5045351563
830	0.5042649841
831	0.5042050171
832	0.5041175537
833	0.5039248047
834	0.5037649231
835	0.5035082092
836	0.5031307983
837	0.5026458435
838	0.502241333
839	0.5020344849
840	0.5016630554
841	0.5014961548
842	0.5013634644
843	0.5012176514
844	0.5010706177
845	0.5007801819
846	0.5005651245
847	0.5004808655
848	0.5002253418
849	0.5001310425
850	0.5000169067
851	0.4997836914
852	0.4996633606
853	0.4994094238
854	0.4992929993
855	0.4991726074
856	0.4989042358
857	0.4987075806
858	0.4985686035
859	0.4983621216
860	0.4981551514
861	0.497972229
862	0.4976947327
863	0.4975294189
864	0.4972813721
865	0.4970474854
866	0.496840332
867	0.4965753174
868	0.4963971558
869	0.4961428528
870	0.4959844055
871	0.4957662964
872	0.4954612427
873	0.495179718
874	0.4951161499
875	0.4949632874
876	0.4947766113
877	0.4942751465
878	0.4939919434
879	0.493782074
880	0.4936374512
881	0.4935734863
882	0.4933491516
883	0.4931998291
884	0.4928303833
885	0.4925148621
886	0.4921658325
887	0.4919690857
888	0.4915523376
889	0.4914877319
890	0.4913913269
891	0.4912410583
892	0.4911425781
893	0.4909753418
894	0.4907858887
895	0.4901965942
896	0.4899349365
897	0.4898474731
898	0.4897002258
899	0.4893675232
900	0.4891185303
901	0.4888948975
902	0.4885645142
903	0.4884036255
904	0.4881787109
905	0.4877018127
906	0.4875327454
907	0.4872890625
908	0.4870681152
909	0.486930542
910	0.4868031006
911	0.4867217407
912	0.486484375
913	0.4861491089
914	0.4860971985
915	0.4858432007
916	0.4856985474
917	0.4854918213
918	0.4852697144
919	0.4851713257
920	0.4847228088
921	0.4844889526
922	0.4843011169
923	0.4841604919
924	0.4840587158
925	0.483842865
926	0.4837392883
927	0.4836889648
928	0.4831333008
929	0.4830220947
930	0.4827792969
931	0.4826860352
932	0.4824252625
933	0.4822735596
934	0.4819025879
935	0.4814924316
936	0.481394989
937	0.4811530762
938	0.4805072021
939	0.480164032
940	0.4801277161
941	0.4800488281
942	0.4800097351
943	0.4797512817
944	0.4796335449
945	0.4793262634
946	0.4790923462
947	0.4790148621
948	0.4789612427
949	0.4788804321
950	0.4785394287
951	0.4781159668
952	0.4779420471
953	0.4777156372
954	0.4775416565
955	0.4774213257
956	0.4771185303
957	0.4769546509
958	0.4768153687
959	0.4766419067
960	0.4764226074
961	0.476227478
962	0.4761044006
963	0.4760494385
964	0.4759382019
965	0.4757707825
966	0.475591156
967	0.4754855957
968	0.4752848206
969	0.4751387024
970	0.4749031372
971	0.4747366638
972	0.474549408
973	0.4744538574
974	0.4742475586
975	0.4741484375
976	0.4738604431
977	0.4736656494
978	0.4734698486
979	0.4730471802
980	0.4728296509
981	0.472638031
982	0.4725155029
983	0.4723618164
984	0.4719478149
985	0.4716520386
986	0.471501709
987	0.4713672485
988	0.4712058105
989	0.4710448608
990	0.4709517517
991	0.4705704346
992	0.4704753723
993	0.4702868042
994	0.4701591187
995	0.4700918579
996	0.4697461548
997	0.4696138
998	0.4694594727
999	0.4693766785
